Gene_Symbol	logFC	pv
RAB7B	1.186605541	0.0005
RGS1	2.694513995	0.0005
PARP1	2.153221719	0.0005
TXNDC17	0.650603823	0.0005
NR4A1	-0.683591232	0.0005
SORL1	-2.138846461	0.0005
ATP6V0E1	0.618414584	0.0005
PDLIM4	2.635222507	0.0005
ALAS1	-1.755697453	0.0005
GADD45B	-0.779829137	0.0005
RNASE4	1.970592716	0.0005
LSP1	-0.61893054	0.0005
BHLHE40	-1.267063993	0.0005
PDCD10	-0.600971561	0.0005
SNX8	1.963211482	0.0005
LGALS3BP	2.171272178	0.0005
SPAG9	-0.452469425	0.0005
LAMP1	0.323796413	0.0005
FOS	-0.580083205	0.0005
OCSTAMP	-3.537823429	0.0005
CD81	1.941916853	0.0005
VPS29	1.017274431	0.0005
LYN	-0.648891033	0.0005
IFNGR1	-0.671987319	0.0005
ABTB2	-0.845991285	0.0005
LAIR1	1.26599775	0.0005
ZFP36	-0.806378017	0.0005
LRRFIP1	-1.231289443	0.0005
ID3	-1.821409084	0.0005
PFDN1	0.962632086	0.0005
BAX	0.879437884	0.0005
EBPL	2.043285259	0.0005
CUTA	1.025310563	0.0005
CALM1	0.208931163	0.0005
SYNGR1	7.646958577	0.0005
SARNP	-0.537174431	0.0005
RBX1	0.497996214	0.0005
ADORA3	-3.975232665	0.0005
KDM2A	-1.109411704	0.0005
TCF7L2	-1.344618583	0.0005
UQCRH	-0.39174484	0.0005
SLC16A10	1.240427042	0.0005
DNAJA1	-0.539256206	0.0005
BTG2	-1.439028886	0.0005
SPINT1	-2.692267828	0.0005
HEBP1	3.772336303	0.0005
IRF1	-1.06899773	0.0005
FAM3C	2.319251214	0.0005
SERTAD1	-0.915736957	0.0005
MED7	-1.706155851	0.0005
ETV6	-0.704823966	0.0005
NLRP3	-1.457546543	0.0005
SOCS3	-1.337516786	0.0005
FMNL2	1.229359757	0.0005
AMDHD2	2.507644872	0.0005
TRAF1	-1.475142897	0.0005
JUN	-0.845406283	0.0005
IER2	-1.780588982	0.0005
MMP14	1.353862083	0.0005
FABP5	1.892250573	0.0005
C3	-1.94546655	0.0005
TMEM176B	-1.856350195	0.0005
AHR	-1.529538799	0.0005
FAM20C	2.569768336	0.0005
RNF149	-0.798554961	0.0005
GLTP	0.961432238	0.0005
MED28	0.775838648	0.0005
ANXA5	0.791272832	0.0005
NR4A3	-1.620516476	0.0005
H3-3B	-0.324102051	0.0005
CLCF1	-3.074930189	0.0005
GGH	-0.630477239	0.0005
DPY30	1.270794031	0.0005
SMPDL3A	-1.125154101	0.0005
ARHGAP24	1.158571932	0.0005
CEBPA	1.623770889	0.0005
PITPNA	-0.421293445	0.0005
OLFML3	3.332936442	0.0005
VPS37B	-0.889688258	0.0005
OSBPL8	0.998015524	0.0005
NFAM1	-1.234098154	0.0005
GPR132	-1.758087736	0.0005
ABHD12	1.81220033	0.0005
CD83	-0.68507247	0.0005
TSPAN5	-1.474084292	0.0005
S100A9	-2.025303018	0.0005
CEBPB	-0.605752008	0.0005
NCF2	-0.681523671	0.0005
SNX5	0.984151992	0.0005
FNIP2	1.413984324	0.0005
CD86	-0.771747728	0.0005
NR4A2	-0.875296902	0.0005
CHP1	-0.885285345	0.0005
MAP2K3	-0.797281089	0.0005
CD180	2.387367672	0.0005
CCNL1	-0.776249095	0.0005
DMTF1	-1.816146208	0.0005
BAG1	0.668411316	0.0005
CISD2	-0.927053818	0.0005
GRAMD1B	1.931441738	0.0005
CUX1	-0.566219138	0.0005
NUDC	1.089554677	0.0005
LRMDA	0.62656766	0.0005
COMTD1	4.109207341	0.0005
ELOB	0.542540175	0.0005
EHD4	1.665095942	0.0005
GNPDA1	1.449081224	0.0005
NDUFA5	1.037927303	0.0005
PLA2G15	1.990844366	0.0005
RAET1E	-1.115092006	0.0005
CSF2RB	-1.525106818	0.0005
IL17RA	-1.367546312	0.0005
BIN2	-0.863585721	0.0005
MTSS1	3.344360783	0.0005
TCEAL9	1.169056769	0.0005
PSMB6	0.528655793	0.0005
ITGB5	1.161795059	0.0005
IER5	-0.510994688	0.0005
MAN2B1	-0.760037696	0.0005
DIAPH1	-0.98809625	0.0005
SYS1	-0.543474892	0.0005
ATP1A1	-0.686582577	0.0005
HAVCR2	-1.155989646	0.0005
ZFP36L2	-1.021845346	0.0005
RGL1	0.92268236	0.0005
ZFAND3	-0.750323508	0.0005
UCK2	-2.735877423	0.0005
OXCT1	1.587987716	0.0005
TPM4	-0.874370565	0.0005
RAB44	-5.377709469	0.0005
SLC25A4	1.007475855	0.0005
AP1S2	-0.724946099	0.0005
EGR1	-2.472293445	0.0005
MRPL28	1.566167856	0.0005
