	SScmap	SSfisher	SSlincs	SSlincs_Norm	SSpearson_corr	SSspearman_corr	SSzhang	SSzhang_Norm
S1.txt	1.13158690176322	2.4722127059410264	0.1713856087624922	0.361298083614313	0.4423499221264232	0.5818181818181819	241.06060606060606	0.7151789433316077

S10.txt	-0.261012424273539	2.8530580990012107	0.04737587573122795	0.09659622359001385	-0.13517279902633902	-0.10909090909090911	-157.74242424242425	-0.7421042241275637

S10S1.txt	0.42790611028316	0.03540750777506996	0.1942249706815098	0.42729545136328995	0.1890681427479986	0.18181818181818185	-38.743589743589745	0.19046405542894249

S10S10.txt	1.49298147108366	0.005623498646637637	0.6239583315926986	1.2013862271359996	0.5283550336164591	0.6643356643356644	576.4615384615385	2.7612311983691815

S10S11.txt	0.596685082872928	1.9575243631723414	0.24348583590516948	0.4449545111856164	0.4905323679534226	0.5104895104895105	259.7307692307692	0.8107906497996051

S10S12.txt	1.89354988399072	0.26014366035463093	0.6031779616103602	1.3161058466075268	0.5474981175081282	0.45775782988259917	241.30769230769232	1.2614151543405983

S10S13.txt	0.0832631677425391	0.01149155576492844	0.1910984090208806	0.42582179886360566	0.12568580366706117	0.09090909090909093	51.58974358974359	0.35369963372815566

S10S14.txt	0.170630147126862	0.1821281990643613	0.5256581100164825	1.0500594252153004	0.25911026502001994	0.17032967032967034	84.35164835164835	0.673921883555166

S10S15.txt	0.215448658649399	0.1275080711251778	0.5689116715740621	1.213708974306008	0.25354007424184244	0.18881118881118883	344.20512820512823	2.029401566696302

S10S16.txt	1.50787510361978	0.06584955614048951	0.6575244740744227	1.4325124438632573	0.2896914249902991	0.1958041958041958	176.46153846153845	1.6566550170539691

S10S17.txt	0.20229078145206	0.5046749035065579	0.492999073309551	1.1237005791600687	0.2516523138839825	0.16083916083916086	199.33333333333334	1.7264291340212323

S10S18.txt	-0.0114391143911439	0.5275074061827678	0.4418085576238589	0.9774860059672132	0.07079167597328681	-0.10489510489510491	260.3205128205128	1.179137028092888

S10S19.txt	0.0526509234586051	0.50760298152094	0.42061111422850805	0.8100894901401675	0.030713497311336078	-0.08391608391608392	124.1923076923077	2.2359082772054024

S10S2.txt	1.34888077175236	0.15626058066528847	0.20476932359203315	0.46512463271538124	0.4807649752669695	0.4518395720782334	446.8333333333333	2.5578908943569645

S10S20.txt	-1.72185857840878	0.45566152354932504	0.07862439860360604	0.1776248953149926	0.12076111721573068	0.006993006993006993	317.0128205128205	2.736189802916856

S10S21.txt	-1.81724807994818	-2.3704238557605124	0.04030954994152783	0.18550909323219178	0.024982629737050264	-0.006993006993006993	333.55128205128204	1.3716999343251115

S10S22.txt	0.215357701869073	0.3857197377977083	0.5493586683745613	1.1008833960094284	0.20353284359108767	0.055944055944055944	70.03846153846153	0.9198760355861729

S10S23.txt	-1.85060018467221	-0.4087270988953768	0.44351704822522087	0.8940366549894965	0.12136371873454616	0.013986013986013986	181.82051282051282	0.6373382018157364

S10S24.txt	-1.80811160384331	-2.3155728361956758	0.05629661762924351	0.18910606691070792	0.10588151586881667	0.1398601398601399	347.6794871794872	1.16473099085135

S10S25.txt	0.0144981069350817	-0.5404073646893847	0.41704741979662924	0.8594516689177758	0.035706152546430066	-0.04895104895104895	101.57692307692308	0.36551461169123345

S10S26.txt	0.241388863237603	0.5640489073570063	0.02605571008908164	-0.03733819690387474	-0.04580465102016586	0.07005264683383464	2.1025641025641026	-0.04765820696663811

S10S27.txt	0.11251849112426	-0.2685845532596379	0.09671689716632231	0.09596501938819291	0.03480292939806607	0.04203158810030077	-83.52564102564102	-0.6837711200266329

S10S28.txt	1.63970246397025	0.048298621381448525	0.20348246855968083	0.38683076387032517	0.45473900276217794	0.46234746910330854	270.64102564102564	1.042854596032084

S10S29.txt	0.275309676818478	0.1447248840010164	0.22798776710356722	0.45029687010823516	0.45238034040409425	0.4340659340659341	166.67032967032966	1.5727767449983614

S10S3.txt	0.14756063819976	-0.30487548590654956	-0.05182346341146746	-0.13203875825041372	-0.13838148707228787	-0.18181818181818185	-188.53846153846155	-0.34724036909449796

S10S30.txt	1.84055969805763	0.3017639439404929	0.20379300043039728	0.4591518916859526	0.37560215218327686	0.3081158348132085	158.96703296703296	0.6903814103448676

S10S4.txt	1.71301664484758	0.013492704721196014	0.24149229400563793	0.43628617841335066	0.5358274946335597	0.4825174825174825	560.7051282051282	2.106116653980015

S10S5.txt	0.016449814126394	0.15191359449538233	0.1589726080374383	0.2139673490290488	0.31589606023488265	0.23117373455165427	405.3205128205128	1.6250903855922054

S10S6.txt	1.63760141751376	0.24783744490432982	0.16643326648522377	0.35598686739632773	0.4524575577933647	0.3916083916083916	326.29487179487177	0.8226899906930139

S10S7.txt	0.325338025560289	0.12120461461015794	0.4306106135886638	0.9322645803743826	0.0713529569398459	0.0979020979020979	-76.07692307692308	-0.21505353084914539

S10S8.txt	1.59099822579139	0.0034993558008509784	0.17444120263673818	0.2740999876953403	0.40356971486982346	0.3076923076923077	448.97435897435895	1.8568079751340913

S10S9.txt	0.168962949171476	0.38579422422533943	0.5929770922623385	1.2798134289654761	0.4097185609120171	0.3993000869528574	200.85897435897436	1.1008912540426836

S11.txt	-0.13669363202655	2.820900049392404	0.4175104784776943	0.9144562664654834	-0.013336440819498654	-0.11818181818181818	-325.04545454545456	-2.9019664828691054

S11S1.txt	-1.37069452286844	2.812325967442397	-0.03048547531052026	-0.10521160031980142	-0.10108279499614556	-0.10489510489510491	-329.44871794871796	-0.8278350390272788

S11S10.txt	-0.104728776910783	-0.3960789696118652	-0.026852108895606436	-0.12159630792781978	-0.1770611513826308	-0.30069930069930073	-218.52564102564102	-0.7452256665105024

S11S11.txt	0.0253816615154069	-0.46744137571361505	-0.057059953242075495	-0.164073491403037	-0.2088645576149458	-0.2447552447552448	-164.7948717948718	-0.9170120050192806

S11S12.txt	-0.271261550066	-2.3290568152343636	-0.14617804052351246	-0.3497755355507714	-0.2770715776280019	-0.41958041958041964	-281.53846153846155	-0.8333985101729526

S11S13.txt	0.129898064154119	2.353762412131559	0.021389139887153408	0.048109113279727	0.07402105196300231	0.04553422044199251	-162.87179487179486	0.13386730487731163

S11S14.txt	-1.52466918714556	-2.441788207988675	-0.15850598491368756	-0.41291051423401215	-0.49004366364813834	-0.34965034965034975	-236.78205128205127	-0.6252930217996221

S11S15.txt	-0.00159759421107031	0.876181609450835	0.03883621164235279	0.03440282817242846	-0.15169710891971427	-0.17482517482517487	-153.87179487179486	-1.2169214585556987

S11S16.txt	0.0547380260568	-0.31400400958837876	-0.04784697471735591	-0.05461534557107428	-0.19872284028672466	-0.2027972027972028	-221.24358974358975	-1.0173720611471697

S11S17.txt	0.0139254798645089	0.8241313928152374	0.0019368249827430017	-0.00021971363049005932	-0.08119453579819083	-0.06993006993006995	-234.76923076923077	-0.21165754569848327

S11S18.txt	0.221199887334523	0.8944167313785827	0.013520561144038101	-0.050726453422389406	-0.021288849621278895	0.027972027972027972	-113.07692307692308	0.10558164518352527

S11S19.txt	0.144225352112676	0.6670984484757976	0.09117002505050148	0.06663809158208478	0.00031562313500493877	-0.1328671328671329	-374.87179487179486	-1.0240087338842674

S11S2.txt	-0.305251227805062	-2.4631110072420426	0.14656504779829438	0.2800810824239157	-0.1016125863386567	-0.22377622377622378	-274.85897435897436	-1.0544711576460744

S11S20.txt	0.0975379681162155	0.7076738556678486	-0.05812106704424769	-0.18687307773633421	-0.09975823078755194	-0.2027972027972028	-276.1666666666667	-0.8595470280762431

S11S21.txt	-0.148029718799962	-2.477812848152281	-0.011416925824138724	-0.09124414948239146	-0.29504030460624375	-0.3916083916083916	-243.85897435897436	-1.0599752777336764

S11S22.txt	0.148172569706104	-2.4820438736583768	-0.43688032199647103	-0.9538808329797555	-0.04146509403876475	-0.03852895575860905	-404.4871794871795	-0.6732751325578307

S11S23.txt	-0.0476324162455549	-4.605170185988091	0.1113140619677552	0.1357180347664979	0.06251026059304315	-0.08391608391608392	187.21794871794873	0.8718254213301201

S11S24.txt	-1.64075117370892	-2.489646225048334	-0.10388038230825691	-0.3003906823463748	-0.1075994243773972	-0.04895104895104895	-127.1923076923077	-0.42896459518910074

S11S25.txt	0.0184453227931489	-0.4645859485339526	0.032761564140272925	0.03133946069135074	-0.055278342367332985	-0.07692307692307693	-176.34615384615384	-0.7180706743790504

S11S26.txt	-0.175413844996238	-2.2919580898136322	-0.17232331774664147	-0.4497968420778127	-0.1494064808130876	-0.16462372005951137	-82.28205128205128	-0.3371950884667741

S11S27.txt	0.0266366535359219	-0.5522575039158908	-0.040079970032496776	-0.10615228081041189	-0.17637223437692473	-0.1958041958041958	-198.35897435897436	-0.1511551819237777

S11S28.txt	-0.00880809595202392	-0.4945861990939339	-0.03603706645741939	-0.12082912839521592	-0.16597948131428325	-0.32867132867132864	-185.53846153846155	-0.6707021328806602

S11S29.txt	0.141566265060241	0.8433023405861377	0.037987220845899616	0.004390863535007172	-0.10402541831794272	-0.2867132867132868	-365.2564102564103	-1.702283959071556

S11S3.txt	-1.62615239887112	-0.3069352851874237	-0.42659377148015243	-0.9221979786017662	-0.3665493637148772	-0.4825174825174825	-240.85897435897436	-0.9436752491408205

S11S30.txt	-1.4910647103085	-2.4933594412735833	-0.08723616525866135	-0.2821915505470865	-0.07581009838855443	-0.06293706293706294	-403.3076923076923	-1.6043250004153045

S11S4.txt	-0.167231638418079	-2.457385472073759	-0.03133913570294464	-0.13722243697671527	-0.24948438847052004	-0.2447552447552448	-291.1025641025641	-0.8031638582329186

S11S5.txt	0.0984699145780531	-0.006787942851390685	0.08727428321840053	-0.011499545402176348	0.23682374161106096	0.3082316460688724	-12.794871794871796	0.3968837090494671

S11S6.txt	-1.45318988297471	-2.569999138591799	-0.03744262846028501	-0.07772021325733247	-0.25703912232750054	-0.2027972027972028	-322.43589743589746	-1.2784382027921557

S11S7.txt	-1.55857977020154	-2.4886420043242077	-0.4298921127056735	-0.9826869558734862	-0.23483873994088417	-0.3216783216783217	-81.34615384615384	0.3696807914818862

S11S8.txt	-1.40757490107405	-2.5312438480452553	-0.03196291533653933	-0.0678183976788519	-0.21842728088088478	-0.3076923076923077	-465.9230769230769	-2.312395298648429

S11S9.txt	-1.19202112609639	2.773640145567604	-0.3495582967208537	-0.7668106878914415	-0.10993178714122445	-0.0979020979020979	-258.55128205128204	-0.6793407486134954

S12.txt	-1.26154661016949	-2.3811389948525465	-0.04159705551458209	-0.08411966082551425	-0.2796040556876689	-0.17575757575757575	547.5272727272727	1.7410674939697564

S12S1.txt	-0.108802417831507	2.6850779630768797	0.46007851054297455	0.9359135184236016	0.122110754900423	-0.10909090909090911	37.95454545454545	-0.38636614739578007

S12S10.txt	-0.25727972947586	-2.423044681120151	-0.04683321149493033	-0.07232665225179857	-0.09897163788417268	-0.03636363636363637	317.1060606060606	0.8795380166307589

S12S11.txt	-1.13322259136213	-2.382797206056294	-0.07011509634988344	-0.16284599589663445	-0.37113829249280167	-0.36363636363636365	-173.1818181818182	-0.39689703568281076

S12S12.txt	1.49685888420066	0.05616248834392004	0.5786289547394303	1.3078022002691483	0.5206347093784016	0.5849396010625192	446.79487179487177	2.252418601507439

S12S14.txt	-0.227370790732577	-2.445690139180621	-0.0072155822098058375	0.028887480622040662	-0.016766669071687335	-0.045454545454545456	311.3030303030303	1.004444157333072

S12S15.txt	-0.460205992509363	-2.118146112438891	0.026499362224610412	0.12169324185606167	-0.13960663026957126	-0.16363636363636366	161.5151515151515	0.07328337926405677

