"Name"	"Score"
"S3S9.txt"	"S3S9.txt"	1.88004694482430e-11
"S2S20.txt"	"S2S20.txt"	3.03409661195657e-09
"S3S10.txt"	"S3S10.txt"	6.76053534024721e-09
"S2S6.txt"	"S2S6.txt"	1.17905893358966e-07
"S3S6.txt"	"S3S6.txt"	8.77154702577228e-07
"S2S5.txt"	"S2S5.txt"	6.29623917885797e-06
"S2S12.txt"	"S2S12.txt"	3.33061784561989e-05
"S3S5.txt"	"S3S5.txt"	9.07462751370047e-05
"S3S11.txt"	"S3S11.txt"	0.000117483565007294
"S17S1.txt"	"S17S1.txt"	0.000200263236819716
"S17S32.txt"	"S17S32.txt"	0.000228828200522836
"S2S3.txt"	"S2S3.txt"	0.000228828200522836
"S11S22.txt"	"S11S22.txt"	0.000277989449202878
"S11S1.txt"	"S11S1.txt"	0.000315419536834574
"S2S10.txt"	"S2S10.txt"	0.000335653822228854
"S14S6.txt"	"S14S6.txt"	0.000363867493749397
"S2S9.txt"	"S2S9.txt"	0.000379378188977641
"S17S25.txt"	"S17S25.txt"	0.000385850696361753
"S17S24.txt"	"S17S24.txt"	0.000427749424727119
"S11S9.txt"	"S11S9.txt"	0.000540004011258873
"S17S7.txt"	"S17S7.txt"	0.000540004011258873
"S3S12.txt"	"S3S12.txt"	0.000657415017485618
"S17S18.txt"	"S17S18.txt"	0.000675803099183626
"S17S31.txt"	"S17S31.txt"	0.000713866993659956
"S17S29.txt"	"S17S29.txt"	0.000733558678684291
"S2S18.txt"	"S2S18.txt"	0.000795370222244745
"S3S4.txt"	"S3S4.txt"	0.000795370222244745
"S11S26.txt"	"S11S26.txt"	0.000884484648406179
"S17S21.txt"	"S17S21.txt"	0.000884484648406179
"S11S21.txt"	"S11S21.txt"	0.00093206936419887
"S17S23.txt"	"S17S23.txt"	0.00103365679023244
"S2S4.txt"	"S2S4.txt"	0.00109085807208962
"S2S8.txt"	"S2S8.txt"	0.00133527497265307
"S3S13.txt"	"S3S13.txt"	0.00139537796342016
"S13S5.txt"	"S13S5.txt"	0.00165816404263334
"S13S4.txt"	"S13S4.txt"	0.00177846823727633
"S2S21.txt"	"S2S21.txt"	0.00185694676365589
"S17S20.txt"	"S17S20.txt"	0.00194500761181851
"S15S4.txt"	"S15S4.txt"	0.00198692330046188
"S11S12.txt"	"S11S12.txt"	0.00243929206153412
"S17S27.txt"	"S17S27.txt"	0.002783144208388
"S2S22.txt"	"S2S22.txt"	0.002783144208388
"S2S2.txt"	"S2S2.txt"	0.00300858804492684
"S17S26.txt"	"S17S26.txt"	0.00302151424326521
"S14S9.txt"	"S14S9.txt"	0.00320025549854712
"S2S19.txt"	"S2S19.txt"	0.00366535215170766
"S2S1.txt"	"S2S1.txt"	0.00516903861258113
"S11S13.txt"	"S11S13.txt"	0.00537508722797441
"S14S16.txt"	"S14S16.txt"	0.00569512643135619
"S15S8.txt"	"S15S8.txt"	0.00601045133113628
"S5S2.txt"	"S5S2.txt"	0.00651094366008736
"S2S7.txt"	"S2S7.txt"	0.00784014833768035
"S17S19.txt"	"S17S19.txt"	0.00813139122465793
"S5S6.txt"	"S5S6.txt"	0.00843159465146922
"S3S1.txt"	"S3S1.txt"	0.00972645808769201
"S15S13.txt"	"S15S13.txt"	0.0117739968762414
"S11S8.txt"	"S11S8.txt"	0.0119767007479037
"S17S4.txt"	"S17S4.txt"	0.0120408251650395
"S15S9.txt"	"S15S9.txt"	0.0137958307998373
"S17S5.txt"	"S17S5.txt"	0.0138327879757075
"S5S27.txt"	"S5S27.txt"	0.0151344878771254
"S17S17.txt"	"S17S17.txt"	0.0153301296268249
"S2S28.txt"	"S2S28.txt"	0.0153301296268249
