Gene_Symbol	logFC	pv
CEBPB	0.464731733	0
IL1A	0.186899554	0
EIF1	0.629751895	0
CSF2RB	0.250990496	0
OLR1	0.174764467	0
MAPKAPK2	0.165481539	0
TXNRD1	0.181836794	0
CASP4	0.156527022	0
ATP6V1A	0.366278049	0
CXCL3	-0.623223162	0
STEAP4	-0.411077863	0
TNFRSF1A	-0.497265522	0
SNX10	-0.251379939	0
GK	-0.254960815	0
FAS	-0.237271883	0
SUSD6	-0.17815716	0
NFKBIB	-0.470604213	0
HELZ2	-0.271120815	0
CARHSP1	-1.225633679	0
